state,avg_max_aqi,avg_x90th_percentile_aqi,avg_median_aqi,year,avg_max_aqi_2020,avg_x90th_percentile_aqi_2020,avg_median_aqi_2020
Oregon,124.05555555555556,68.55555555555556,35.22222222222222,2004,NA,NA,NA
Pennsylvania,139.77777777777777,76.47222222222223,44.72222222222222,2004,NA,NA,NA
Puerto Rico,66.66666666666667,45.733333333333334,25,2004,NA,NA,NA
Rhode Island,190.66666666666666,77.66666666666667,44,2004,NA,NA,NA
South Carolina,129.8148148148148,74.18518518518519,44.666666666666664,2004,NA,NA,NA
South Dakota,87.5,55.125,36.375,2004,NA,NA,NA
Tennessee,122.89655172413794,71.79310344827586,44.89655172413793,2004,NA,NA,NA
Texas,153.55263157894737,76.78947368421052,39.86842105263158,2004,NA,NA,NA
Utah,118.16666666666667,66,36.416666666666664,2004,NA,NA,NA
Vermont,107.2,54.8,29.4,2004,NA,NA,NA
Virgin Islands,74,54,22.333333333333332,2004,NA,NA,NA
Virginia,118.21052631578948,62.76315789473684,36.6578947368421,2004,NA,NA,NA
Washington,115.85714285714286,62.07142857142857,38,2004,NA,NA,NA
West Virginia,123.38888888888889,70.61111111111111,45.5,2004,NA,NA,NA
Wisconsin,118.5,61.029411764705884,37.55882352941177,2004,NA,NA,NA
Wyoming,139.14285714285714,49.642857142857146,25.928571428571427,2004,NA,NA,NA
Alabama,122.83333333333333,75.625,46.916666666666664,2005,NA,NA,NA
Alaska,92.77777777777777,43,19.666666666666668,2005,NA,NA,NA
Arizona,132.5,80.92857142857143,44,2005,NA,NA,NA
Arkansas,127.26666666666667,84.2,54.733333333333334,2005,NA,NA,NA
California,266.49056603773585,91.69811320754717,48.113207547169814,2005,NA,NA,NA
Canada,77.5,41.5,20.5,2005,NA,NA,NA
Colorado,100.53571428571429,56.892857142857146,31.75,2005,NA,NA,NA
Connecticut,194.75,91.625,44.625,2005,NA,NA,NA
Country Of Mexico,248,111.66666666666667,66,2005,NA,NA,NA
Delaware,186.66666666666666,99.66666666666667,55.333333333333336,2005,NA,NA,NA
District Of Columbia,169,97,62,2005,NA,NA,NA
Florida,134.27777777777777,68.94444444444444,42.5,2005,NA,NA,NA
Georgia,141.02857142857144,84.62857142857143,52.34285714285714,2005,NA,NA,NA
Hawaii,97.75,40.25,17,2005,NA,NA,NA
Idaho,113.47826086956522,57.82608695652174,32.391304347826086,2005,NA,NA,NA
Illinois,145.6,82.52,40.72,2005,NA,NA,NA
Indiana,151.59459459459458,96.27027027027027,51.67567567567568,2005,NA,NA,NA
Iowa,122.2,68.45,40.95,2005,NA,NA,NA
Kansas,117.25,65.6875,37.0625,2005,NA,NA,NA
Kentucky,142.35294117647058,88.47058823529412,47.05882352941177,2005,NA,NA,NA
Louisiana,142.57142857142858,82.32142857142857,49.57142857142857,2005,NA,NA,NA
Maine,142.8181818181818,58.72727272727273,34.81818181818182,2005,NA,NA,NA
Maryland,174.46666666666667,98.73333333333333,48.733333333333334,2005,NA,NA,NA
Massachusetts,173,83.16666666666667,47.416666666666664,2005,NA,NA,NA
Michigan,157.2258064516129,89.51612903225806,44.61290322580645,2005,NA,NA,NA
Minnesota,135.9,68.6,43.55,2005,NA,NA,NA
Mississippi,128.94736842105263,80.26315789473684,52.8421052631579,2005,NA,NA,NA
Missouri,149.38095238095238,93.19047619047619,50.333333333333336,2005,NA,NA,NA
Montana,90.95,46.1,20.6,2005,NA,NA,NA
Nebraska,94.66666666666667,61.333333333333336,35.333333333333336,2005,NA,NA,NA
Nevada,102.55555555555556,58.666666666666664,35.44444444444444,2005,NA,NA,NA
New Hampshire,140.125,68.25,40.625,2005,NA,NA,NA
New Jersey,163.41176470588235,82.88235294117646,42.35294117647059,2005,NA,NA,NA
New Mexico,141.125,54.25,31.375,2005,NA,NA,NA
New York,156.14705882352942,73.02941176470588,38.705882352941174,2005,NA,NA,NA
North Carolina,139.20833333333334,87,51.604166666666664,2005,NA,NA,NA
North Dakota,73.77777777777777,43.22222222222222,29.444444444444443,2005,NA,NA,NA
Ohio,168.275,97.125,47.175,2005,NA,NA,NA
Oklahoma,133.375,78.29166666666667,43.916666666666664,2005,NA,NA,NA
Oregon,129.76190476190476,68.71428571428571,34.285714285714285,2005,NA,NA,NA
Pennsylvania,162.47222222222223,91.94444444444444,47.916666666666664,2005,NA,NA,NA
Puerto Rico,69.06666666666666,50.93333333333333,27,2005,NA,NA,NA
Rhode Island,175,89.66666666666667,46.333333333333336,2005,NA,NA,NA
South Carolina,137.07692307692307,80.96153846153847,46.38461538461539,2005,NA,NA,NA
South Dakota,93.375,59.75,38.875,2005,NA,NA,NA
Tennessee,138.75,86.39285714285714,48.535714285714285,2005,NA,NA,NA
Texas,144.5609756097561,84.6829268292683,47.26829268292683,2005,NA,NA,NA
Utah,132.69230769230768,70.6923076923077,36.15384615384615,2005,NA,NA,NA
Vermont,112.2,57.4,33.2,2005,NA,NA,NA
Virgin Islands,83,58,23.333333333333332,2005,NA,NA,NA
Virginia,116.37837837837837,71.54054054054055,39.45945945945946,2005,NA,NA,NA
Washington,112.14285714285714,61.42857142857143,35.892857142857146,2005,NA,NA,NA
West Virginia,135.61111111111111,82,48.94444444444444,2005,NA,NA,NA
Wisconsin,148.76470588235293,85.58823529411765,42.470588235294116,2005,NA,NA,NA
Wyoming,96.78571428571429,46.857142857142854,26.071428571428573,2005,NA,NA,NA
Alabama,130.7826086956522,78.52173913043478,48.608695652173914,2006,NA,NA,NA
Alaska,97.25,47.5,21.375,2006,NA,NA,NA
Arizona,187.42857142857142,91.92857142857143,50.142857142857146,2006,NA,NA,NA
Arkansas,103.75,71.1875,50.5625,2006,NA,NA,NA
California,419.1132075471698,98.33962264150944,49.716981132075475,2006,NA,NA,NA
Canada,85,61,33,2006,NA,NA,NA
Colorado,115.32142857142857,59.357142857142854,32.42857142857143,2006,NA,NA,NA
Connecticut,199.875,83.5,42.75,2006,NA,NA,NA
Country Of Mexico,252,132,70.66666666666667,2006,NA,NA,NA
Delaware,164,93,54,2006,NA,NA,NA
District Of Columbia,192,99,58,2006,NA,NA,NA
Florida,134.86111111111111,70.58333333333333,43.75,2006,NA,NA,NA
Georgia,145.4,86.74285714285715,55.34285714285714,2006,NA,NA,NA
Hawaii,84.75,36,15.25,2006,NA,NA,NA
Idaho,122,60.8,35.3,2006,NA,NA,NA
Illinois,118.2,64.48,37.12,2006,NA,NA,NA
Indiana,130.27777777777777,78.91666666666667,47.44444444444444,2006,NA,NA,NA
Iowa,99.3,62.3,41.05,2006,NA,NA,NA
Kansas,109.8125,66.25,36.3125,2006,NA,NA,NA
Kentucky,123.15151515151516,74.6969696969697,43.93939393939394,2006,NA,NA,NA
Louisiana,148.125,82.66666666666667,49.875,2006,NA,NA,NA
Maine,119.36363636363636,55.72727272727273,34.27272727272727,2006,NA,NA,NA
Maryland,175.66666666666666,97.46666666666667,47.93333333333333,2006,NA,NA,NA
Massachusetts,170.08333333333334,78.08333333333333,43.833333333333336,2006,NA,NA,NA
Michigan,151.25806451612902,71.12903225806451,40.54838709677419,2006,NA,NA,NA
Minnesota,105.42857142857143,62.666666666666664,40.095238095238095,2006,NA,NA,NA
Mississippi,127.5,81.21428571428571,53.785714285714285,2006,NA,NA,NA
Missouri,136.15,80.75,50.2,2006,NA,NA,NA
Montana,107.89473684210526,50.31578947368421,25.157894736842106,2006,NA,NA,NA
Nebraska,96.16666666666667,56.5,33.25,2006,NA,NA,NA
Nevada,153.5,65.375,38.25,2006,NA,NA,NA
New Hampshire,120.875,62,37.5,2006,NA,NA,NA
New Jersey,162.1764705882353,80.29411764705883,44.470588235294116,2006,NA,NA,NA
New Mexico,112.58823529411765,55.8235294117647,32.588235294117645,2006,NA,NA,NA
New York,138.14705882352942,61.588235294117645,35.44117647058823,2006,NA,NA,NA
North Carolina,132.125,82.08333333333333,51.8125,2006,NA,NA,NA
North Dakota,91.44444444444444,49,32.111111111111114,2006,NA,NA,NA
Ohio,142.825,79.1,43.05,2006,NA,NA,NA
Oklahoma,153.66666666666666,88.33333333333333,42.76190476190476,2006,NA,NA,NA
Oregon,132.95238095238096,65.76190476190476,34.666666666666664,2006,NA,NA,NA
Pennsylvania,147.1891891891892,78.13513513513513,43.21621621621622,2006,NA,NA,NA
Puerto Rico,72.92307692307692,49.46153846153846,28.923076923076923,2006,NA,NA,NA
Rhode Island,188,78,44,2006,NA,NA,NA
South Carolina,136.07692307692307,77.6923076923077,47.03846153846154,2006,NA,NA,NA
South Dakota,92.5,60.25,35.625,2006,NA,NA,NA
Tennessee,145.41379310344828,82.72413793103448,48.310344827586206,2006,NA,NA,NA
Texas,160.5,81.975,46.55,2006,NA,NA,NA
Utah,110.23076923076923,68.6923076923077,38.76923076923077,2006,NA,NA,NA
Vermont,95.4,52.4,28,2006,NA,NA,NA
Virgin Islands,94.66666666666667,63.666666666666664,33.666666666666664,2006,NA,NA,NA
Virginia,120.13157894736842,66.65789473684211,38.05263157894737,2006,NA,NA,NA
Washington,110.76666666666667,60.766666666666666,35.6,2006,NA,NA,NA
West Virginia,132,78.13333333333334,48.06666666666667,2006,NA,NA,NA
Wisconsin,127.9375,67.8125,42.03125,2006,NA,NA,NA
Wyoming,128.21428571428572,53.714285714285715,29.642857142857142,2006,NA,NA,NA
Alabama,155.9,88.6,53.2,2007,NA,NA,NA
Alaska,92.5,44.25,20.375,2007,NA,NA,NA
Arizona,296.7857142857143,83.5,48.5,2007,NA,NA,NA
Arkansas,123.9375,72.8125,50.625,2007,NA,NA,NA
California,390.5660377358491,91.33962264150944,51,2007,NA,NA,NA
Colorado,123.03448275862068,68.10344827586206,38.58620689655172,2007,NA,NA,NA
Connecticut,197.875,93.375,44.125,2007,NA,NA,NA
Country Of Mexico,416.6666666666667,127.33333333333333,74.66666666666667,2007,NA,NA,NA
Delaware,163,95.66666666666667,53.333333333333336,2007,NA,NA,NA
District Of Columbia,169,97,58,2007,NA,NA,NA
Florida,155.74285714285713,68.54285714285714,44.82857142857143,2007,NA,NA,NA
Georgia,164.5142857142857,86.77142857142857,53.714285714285715,2007,NA,NA,NA
Hawaii,109,46.666666666666664,17,2007,NA,NA,NA
Idaho,120.72222222222223,61.44444444444444,33.77777777777778,2007,NA,NA,NA
Illinois,142.2,75.8,44.76,2007,NA,NA,NA
Indiana,147.16666666666666,94.86111111111111,53.388888888888886,2007,NA,NA,NA
Iowa,131.75,70.35,46.8,2007,NA,NA,NA
Kansas,105.21428571428571,60.857142857142854,36.357142857142854,2007,NA,NA,NA
Kentucky,149.78787878787878,92.75757575757575,51.09090909090909,2007,NA,NA,NA
Louisiana,137.56521739130434,74.21739130434783,47.34782608695652,2007,NA,NA,NA
Maine,162.9090909090909,57,33.54545454545455,2007,NA,NA,NA
Maryland,175.4375,101.1875,50.375,2007,NA,NA,NA
Massachusetts,170.75,80.5,45.333333333333336,2007,NA,NA,NA
Michigan,153.86666666666667,83.86666666666666,43.333333333333336,2007,NA,NA,NA
Minnesota,129.23809523809524,63.285714285714285,41.23809523809524,2007,NA,NA,NA
Mississippi,127.42857142857143,79.35714285714286,52.5,2007,NA,NA,NA
Missouri,152.27777777777777,84.88888888888889,50.72222222222222,2007,NA,NA,NA
Montana,132.47368421052633,55.10526315789474,26.473684210526315,2007,NA,NA,NA
Nebraska,87.61538461538461,58.53846153846154,36.53846153846154,2007,NA,NA,NA
Nevada,113.3,58.9,35.6,2007,NA,NA,NA
New Hampshire,157.125,69,37.375,2007,NA,NA,NA
New Jersey,156.94117647058823,83.88235294117646,46.11764705882353,2007,NA,NA,NA
New Mexico,99.94444444444444,52.44444444444444,32.833333333333336,2007,NA,NA,NA
New York,148.91176470588235,70.58823529411765,41.26470588235294,2007,NA,NA,NA
North Carolina,141.52083333333334,88.29166666666667,53.6875,2007,NA,NA,NA
North Dakota,84.11111111111111,44.22222222222222,30.11111111111111,2007,NA,NA,NA
Ohio,152.125,89.85,45.1,2007,NA,NA,NA
Oklahoma,126.15,66.2,39.8,2007,NA,NA,NA
Oregon,125.95238095238095,67.61904761904762,33.904761904761905,2007,NA,NA,NA
Pennsylvania,150.13513513513513,84.86486486486487,44.648648648648646,2007,NA,NA,NA
Puerto Rico,81.64285714285714,48.214285714285715,28,2007,NA,NA,NA
Rhode Island,176.66666666666666,87,43,2007,NA,NA,NA
South Carolina,132.12,76.92,48.16,2007,NA,NA,NA
South Dakota,90.625,56.25,36.25,2007,NA,NA,NA
Tennessee,151.39285714285714,92.17857142857143,52.142857142857146,2007,NA,NA,NA
Texas,131.95238095238096,69.30952380952381,44.80952380952381,2007,NA,NA,NA
Utah,130.16666666666666,79.75,46.833333333333336,2007,NA,NA,NA
Vermont,101.75,50.75,27,2007,NA,NA,NA
Virgin Islands,89,60.333333333333336,31,2007,NA,NA,NA
Virginia,117.86486486486487,70.67567567567568,39.891891891891895,2007,NA,NA,NA
Washington,100.61290322580645,61.225806451612904,34,2007,NA,NA,NA
West Virginia,136.86666666666667,86.73333333333333,51.333333333333336,2007,NA,NA,NA
Wisconsin,145.70967741935485,76.61290322580645,42.645161290322584,2007,NA,NA,NA
Wyoming,101.625,54.4375,33,2007,NA,NA,NA
Alabama,114.52631578947368,70.73684210526316,48.78947368421053,2008,NA,NA,NA
Alaska,89.11111111111111,42.22222222222222,17.333333333333332,2008,NA,NA,NA
Arizona,164.23076923076923,89.92307692307692,49.84615384615385,2008,NA,NA,NA
Arkansas,96,67.0625,48.5625,2008,NA,NA,NA
California,247.8679245283019,98.9622641509434,53.094339622641506,2008,NA,NA,NA
Colorado,111.63333333333334,64,37.36666666666667,2008,NA,NA,NA
Connecticut,167.875,75.375,43.875,2008,NA,NA,NA
Country Of Mexico,235.33333333333334,104,60,2008,NA,NA,NA
Delaware,171,92.33333333333333,53.333333333333336,2008,NA,NA,NA
District Of Columbia,187,85,55,2008,NA,NA,NA
Florida,123.05555555555556,61,43.97222222222222,2008,NA,NA,NA
Georgia,130.45714285714286,75.65714285714286,51.114285714285714,2008,NA,NA,NA
Hawaii,111.66666666666667,59,39.333333333333336,2008,NA,NA,NA
Idaho,98.89473684210526,55.10526315789474,32.05263157894737,2008,NA,NA,NA
Illinois,102.92,61.6,41.4,2008,NA,NA,NA
Indiana,116.02702702702703,73.37837837837837,48.86486486486486,2008,NA,NA,NA
Iowa,103.05,63,44.6,2008,NA,NA,NA
Kansas,90.46666666666667,53.666666666666664,34.6,2008,NA,NA,NA
Kentucky,116.25,71.65625,46.75,2008,NA,NA,NA
Louisiana,117.52173913043478,67.17391304347827,44.95652173913044,2008,NA,NA,NA
Maine,105.9090909090909,50.90909090909091,34.27272727272727,2008,NA,NA,NA
Maryland,162.3125,88.5,47.8125,2008,NA,NA,NA
Massachusetts,163.25,73.91666666666667,46.833333333333336,2008,NA,NA,NA
Michigan,131.55172413793105,69.93103448275862,43.06896551724138,2008,NA,NA,NA
Minnesota,111.47619047619048,61.523809523809526,40.523809523809526,2008,NA,NA,NA
Mississippi,106.78571428571429,68.57142857142857,50.642857142857146,2008,NA,NA,NA
Missouri,116.94444444444444,68.5,47,2008,NA,NA,NA
Montana,90.63157894736842,50.21052631578947,26.210526315789473,2008,NA,NA,NA
Nebraska,79.92307692307692,56.15384615384615,35.69230769230769,2008,NA,NA,NA
Nevada,110.8,56.1,33.8,2008,NA,NA,NA
New Hampshire,129.25,62.5,38,2008,NA,NA,NA
New Jersey,141.7058823529412,75.58823529411765,45.529411764705884,2008,NA,NA,NA
New Mexico,151.83333333333334,55.166666666666664,32.72222222222222,2008,NA,NA,NA
New York,145.61764705882354,63.529411764705884,41.5,2008,NA,NA,NA
North Carolina,132.12765957446808,76.08510638297872,49.51063829787234,2008,NA,NA,NA
North Dakota,86.22222222222223,44.55555555555556,31.88888888888889,2008,NA,NA,NA
Ohio,133.6153846153846,76.51282051282051,45.282051282051285,2008,NA,NA,NA
Oklahoma,113.95238095238095,64,40.04761904761905,2008,NA,NA,NA
Oregon,121.54166666666667,68.95833333333333,39.958333333333336,2008,NA,NA,NA
Pennsylvania,154.61111111111111,77,44.19444444444444,2008,NA,NA,NA
Puerto Rico,75.08333333333333,39.083333333333336,23.333333333333332,2008,NA,NA,NA
Rhode Island,155.33333333333334,70.66666666666667,44,2008,NA,NA,NA
South Carolina,134.42105263157896,74.15789473684211,45.36842105263158,2008,NA,NA,NA
South Dakota,120.75,53.75,35.5,2008,NA,NA,NA
Tennessee,118.23076923076923,70.8076923076923,42.19230769230769,2008,NA,NA,NA
Texas,127.90697674418605,68.13953488372093,44.86046511627907,2008,NA,NA,NA
Utah,124,73.75,45.833333333333336,2008,NA,NA,NA
Vermont,107.25,54.25,35.5,2008,NA,NA,NA
Virgin Islands,99,55,21.666666666666668,2008,NA,NA,NA
Virginia,121.65789473684211,60.31578947368421,37.73684210526316,2008,NA,NA,NA
Washington,99.9,59.9,34.96666666666667,2008,NA,NA,NA
West Virginia,115.06666666666666,69.93333333333334,46,2008,NA,NA,NA
Wisconsin,116.54838709677419,62.516129032258064,41.193548387096776,2008,NA,NA,NA
Wyoming,105.82352941176471,57.11764705882353,33.470588235294116,2008,NA,NA,NA
Alabama,99.73684210526316,62.526315789473685,45.26315789473684,2009,NA,NA,NA
Alaska,130.55555555555554,50.111111111111114,22.333333333333332,2009,NA,NA,NA
Arizona,238.30769230769232,70.84615384615384,46.07692307692308,2009,NA,NA,NA
Arkansas,95.25,62.125,47.3125,2009,NA,NA,NA
California,466.52830188679246,89.66037735849056,50.18867924528302,2009,NA,NA,NA
Colorado,108.3125,57.375,36.03125,2009,NA,NA,NA
Connecticut,134.875,63.375,38.875,2009,NA,NA,NA
Country Of Mexico,400.6666666666667,82,54,2009,NA,NA,NA
Delaware,119,72.66666666666667,47.666666666666664,2009,NA,NA,NA
District Of Columbia,150,74,55,2009,NA,NA,NA
Florida,100.97222222222223,56.94444444444444,43.52777777777778,2009,NA,NA,NA
Georgia,127.25,65.875,48.5,2009,NA,NA,NA
Hawaii,138.33333333333334,61.666666666666664,41,2009,NA,NA,NA
Idaho,96.44444444444444,53.888888888888886,29.833333333333332,2009,NA,NA,NA
Illinois,106.44,60.12,40.48,2009,NA,NA,NA
Indiana,107.15789473684211,68.1842105263158,47.13157894736842,2009,NA,NA,NA
Iowa,106.5,61.2,42.3,2009,NA,NA,NA
Kansas,97,50.46666666666667,32.4,2009,NA,NA,NA
Kentucky,99.875,59.84375,42.5625,2009,NA,NA,NA
Louisiana,127.95652173913044,61.47826086956522,43.65217391304348,2009,NA,NA,NA
Maine,121.18181818181819,48,32.63636363636363,2009,NA,NA,NA
Maryland,119.25,66.25,45.5,2009,NA,NA,NA
Massachusetts,130.66666666666666,65.08333333333333,42.166666666666664,2009,NA,NA,NA
Michigan,122.58620689655173,64.06896551724138,40.172413793103445,2009,NA,NA,NA
Minnesota,104.04761904761905,61.666666666666664,39.38095238095238,2009,NA,NA,NA
Mississippi,103.42857142857143,62.5,48.142857142857146,2009,NA,NA,NA
Missouri,114.14285714285714,63.142857142857146,43.142857142857146,2009,NA,NA,NA
Montana,89.11111111111111,51.55555555555556,30.88888888888889,2009,NA,NA,NA
Nebraska,95.33333333333333,50.5,30.25,2009,NA,NA,NA
Nevada,104.8,50.3,34.2,2009,NA,NA,NA
New Hampshire,108.85714285714286,59,37.285714285714285,2009,NA,NA,NA
New Jersey,114.47058823529412,64,41.529411764705884,2009,NA,NA,NA
New Mexico,88.16666666666667,47.22222222222222,31.77777777777778,2009,NA,NA,NA
New York,118.31428571428572,57.65714285714286,39.114285714285714,2009,NA,NA,NA
North Carolina,95.08695652173913,61.52173913043478,44.34782608695652,2009,NA,NA,NA
North Dakota,67,44.111111111111114,31.333333333333332,2009,NA,NA,NA
Ohio,112.82051282051282,65.71794871794872,41.794871794871796,2009,NA,NA,NA
Oklahoma,115.23809523809524,66.14285714285714,44.23809523809524,2009,NA,NA,NA
Oregon,127.29166666666667,67,37.5,2009,NA,NA,NA
Pennsylvania,113.75,65.97222222222223,45.611111111111114,2009,NA,NA,NA
Puerto Rico,82.8,38.3,21.2,2009,NA,NA,NA
Rhode Island,115.33333333333333,63,40,2009,NA,NA,NA
South Carolina,85.6,54.6,39.4,2009,NA,NA,NA
South Dakota,136.88888888888889,54.888888888888886,36.888888888888886,2009,NA,NA,NA
Tennessee,101.41666666666667,56.416666666666664,37.25,2009,NA,NA,NA
Texas,122.4888888888889,66.82222222222222,43.644444444444446,2009,NA,NA,NA
Utah,138.83333333333334,71.16666666666667,44.75,2009,NA,NA,NA
Vermont,111,64,40.333333333333336,2009,NA,NA,NA
Virgin Islands,94.66666666666667,51.333333333333336,21,2009,NA,NA,NA
Virginia,83.12820512820512,50.666666666666664,33.717948717948715,2009,NA,NA,NA
Washington,96.66666666666667,59.13333333333333,35.166666666666664,2009,NA,NA,NA
West Virginia,94.53333333333333,63.93333333333333,44.733333333333334,2009,NA,NA,NA
Wisconsin,116.625,60.59375,38.25,2009,NA,NA,NA
Wyoming,99.05882352941177,49.529411764705884,31.41176470588235,2009,NA,NA,NA
Alabama,112.94736842105263,72.3157894736842,51.05263157894737,2010,NA,NA,NA
Alaska,92,48.875,24.125,2010,NA,NA,NA
Arizona,245.07692307692307,70.6923076923077,43.84615384615385,2010,NA,NA,NA
Arkansas,101.17647058823529,66.52941176470588,49.529411764705884,2010,NA,NA,NA
California,322.64150943396226,82.43396226415095,48.75471698113208,2010,NA,NA,NA
Colorado,118.9375,61.75,37.46875,2010,NA,NA,NA
Connecticut,152.625,74.75,41.875,2010,NA,NA,NA
Country Of Mexico,489.6666666666667,90.66666666666667,54.666666666666664,2010,NA,NA,NA
Delaware,168.66666666666666,91.33333333333333,49,2010,NA,NA,NA
District Of Columbia,187,100,55,2010,NA,NA,NA
Florida,112.4054054054054,61.027027027027025,45.62162162162162,2010,NA,NA,NA
Georgia,133.15625,73.375,51.34375,2010,NA,NA,NA
Hawaii,129.66666666666666,64.33333333333333,47.333333333333336,2010,NA,NA,NA
Idaho,100.17647058823529,54,32.35294117647059,2010,NA,NA,NA
Illinois,110.8,65.44,42.44,2010,NA,NA,NA
Indiana,113.34210526315789,76.57894736842105,50.8421052631579,2010,NA,NA,NA
Iowa,107.75,64.95,44.1,2010,NA,NA,NA
Kansas,103.21428571428571,57.285714285714285,35.642857142857146,2010,NA,NA,NA
Kentucky,116.625,71.875,47.1875,2010,NA,NA,NA
Louisiana,128.30434782608697,70.30434782608695,47.34782608695652,2010,NA,NA,NA
Maine,126,51.166666666666664,35.666666666666664,2010,NA,NA,NA
Maryland,173.4375,89.5625,49.1875,2010,NA,NA,NA
Massachusetts,145.41666666666666,67.41666666666667,43,2010,NA,NA,NA
Michigan,119.67857142857143,67.60714285714286,40.25,2010,NA,NA,NA
Minnesota,107.52380952380952,59.76190476190476,38.857142857142854,2010,NA,NA,NA
Mississippi,114.61538461538461,67.53846153846153,50.23076923076923,2010,NA,NA,NA
Missouri,126.42857142857143,76.14285714285714,47.333333333333336,2010,NA,NA,NA
